Country Name,Country Code,Series Name,Series Code,1998 [YR1998],2000 [YR2000],2002 [YR2002],2004 [YR2004],2012 [YR2012],2014 [YR2014],2016 [YR2016],2018 [YR2018],2020 [YR2020],2021 [YR2021]
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.96101213832645,5.85771420543269,4.64303087074482,4.42968455385082,4.811223315688,6.35767909791932,3.33967342629693,6.69725946087986,3.84879240030133,6.60000101128134
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,379.441767515178,512.673901962619,574.929798155789,798.744304503809,1145.14010479477,1291.41018480579,1087.28733148547,1241.8252980053,1291.04097215441,1428.44717671325
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.7533145841706,4.16540442290282,2.4891623549154,0.873890830868505,6.74468253340715,-0.548757550948147,-0.794050173906725,0.644803622440778,3.02272119663756,1.73355234175399
Benin,BEN,"Population, total",SP.POP.TOTL,6470275,6865946,7295400,7750003,9729254,10286839,10872072,11485035,12123198,12451031
Benin,BEN,Surface area (sq. km),AG.SRF.TOTL.K2,114760,114760,114760,114760,114760,114760,114760,114760,114760,..
Benin,BEN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,797921924.9776,941345963.576868,1008396012.35784,1324063430.2857,2990340731.08098,4495143591.19349,3709467139.69628,4923520371.62895,3906745128.09554,..
Benin,BEN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,665156749.246294,725304862.519149,827401688.622906,1146038720.89628,2662421230.52835,4175439095.28021,3263416680.50386,3889961780.11744,3110348717.48097,..
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,3130748000,3480219000,3937228000,4484703000,6378188000,6413988000,6899911000,7225977000,6881662000,7080900000
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.90000009423035,9.31715641086083,-1.47779059768867,2.32126722323136,-5.30529910675297,-3.70106759364258,-0.657206304259205,-0.432801300339307,-6.85345819243689,1.85259002934446
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,51371.7408069836,56284.1686478094,62583.1002034588,70359.3191088798,98431.8651810241,98467.683993982,106885.878489327,113050.73688163,107706.039785266,110869.463103011
Bermuda,BMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Population, total",SP.POP.TOTL,60943,61833,62912,63740,64798,65138,64554,63918,63893,63867
Bermuda,BMU,Surface area (sq. km),AG.SRF.TOTL.K2,54,54,54,54,54,4290,4290,4290,4290,..
Bermuda,BMU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,1484189000,1626299000,1615949000,1884254000,1519257000,1705200000
Bermuda,BMU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,..,3221785000,3281476000,3403730000,3703900000,3412356000,3481700000
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,363452787.203102,424464089.897641,520849551.532606,682523857.01677,1781281281.57912,1907090813.45906,2158972129.00307,2446866404.93058,2315436303.29988,..
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.91403083461985,3.35506828474021,10.992281843751,6.00874223613263,5.11840085800534,5.77649568013724,8.1270335383894,3.05512983672538,-10.0763411553198,..
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,643.988226336077,718.196336969414,845.500672103578,1068.43181141275,2538.94951919964,2652.22565438023,2930.5749227006,3243.47743748718,3000.77798595652,..
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.5770205861475,4.01099373013836,2.48343048790224,-18.1086301300715,10.919656944683,8.27106093949327,3.21988689395718,2.72396386183716,5.62999177986902,7.34683859830958
Bhutan,BTN,"Population, total",SP.POP.TOTL,564378,591014,616025,638809,701582,719053,736706,754396,771612,779900
Bhutan,BTN,Surface area (sq. km),AG.SRF.TOTL.K2,40077,40077,40077,38394,38394,38394,38394,38390,38390,..
Bhutan,BTN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,186282113.427048,212059054.294615,264919938.284304,436818186.231245,1149629845.87516,1122774232.13364,1161352356.48922,1305875609.55995,1075563025.98125,..
Bhutan,BTN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,124772176.442075,129012507.788162,128202190.907221,218024620.476611,706230865.389654,714242710.492467,639422224.471057,754068095.24854,689741914.936113,..
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,8497545543.63805,8397912525.26886,7905485146.44351,8773451751.5121,27084497481.9103,32996188017.3661,33941126193.9219,40287647930.5355,36629843806.0781,40408208523.8784
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.02935475543072,2.50781080899483,2.48556573783829,4.17329558916248,5.12227558091757,5.46056950635136,4.26392086382113,4.22362365271844,-8.7378843576993,6.10580420443311
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,1049.49936692438,997.581750795456,904.225791906036,967.406459987634,2609.88056208632,3081.87882365163,3076.65643933721,3548.59078021899,3137.98961744018,3414.89284856087
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.67322895675084,4.60822998872598,0.928258851611061,4.43738080101724,4.51560291399368,5.7666007457914,3.62321431764138,2.27205987230148,0.940742153381823,0.737383721452315
Bolivia,BOL,"Population, total",SP.POP.TOTL,8096761,8418270,8742822,9069044,10377677,10706517,11031822,11353140,11673029,11832936
Bolivia,BOL,Surface area (sq. km),AG.SRF.TOTL.K2,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,1098580,..
Bolivia,BOL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2768710912.68761,2294564162.69103,2191068870.29289,2309687991.43145,10233217742.4023,13848955976.8452,10831641432.7062,12537987221.4182,9241956049.20405,12605111070.9117
Bolivia,BOL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1673904720.4225,1534697097.11329,1710308633.19386,2731911668.34677,12774727337.1925,14285068712.0116,8311504862.51809,10470274254.7033,7425817973.9508,11243140347.3227
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,4116699437.4041,5567405605.27555,6728771318.57555,10157553968.254,17221192487.0296,18560861397.5577,16914287593.2899,20177422311.0773,19955120004.6604,22571512867.2816
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,15.5999966854232,12.7654694578883,5.02744420733983,6.32526616861466,-0.821836474216894,1.15385109200403,3.14980735522596,3.74007296814042,-3.11929049716271,7.10223883204758
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,1102.39068809628,1484.17605712863,1789.85769192163,2698.46718002684,4777.06691952937,5330.35507751851,4994.97162308122,6070.35298018619,6082.36673041923,6916.43831507661
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,2.0526745200172,-0.897194054194286,-1.58409999999997,1.41710814018026,-1.05129600763481,1.98163900587616
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,3734338,3751176,3759389,3764194,3604972,3482106,3386263,3323929,3280815,3263459
Bosnia and Herzegovina,BIH,Surface area (sq. km),AG.SRF.TOTL.K2,51210,51210,51210,51210,51210,51210,51210,51210,51210,..
Bosnia and Herzegovina,BIH,Imports of goods and services (current US$),NE.IMP.GNFS.CD,4049326021.48093,3533850824.30523,4010446438.88354,6021036507.93651,9608489853.54962,10498609837.1777,8958903424.77845,11559149321.267,9674503670.04544,12713793253.5747
Bosnia and Herzegovina,BIH,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1123990566.57385,1218360951.48375,1286945620.78922,2289130984.12698,5571149011.62409,6308673473.54138,6146950591.87862,8597468476.62142,6889418035.65187,10145797880.42
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,4790458837.17078,5788329609.15755,5438857106.73536,8957467706.5354,14380004175.1194,15654660710.108,15082578064.8002,16914245098.0392,14930072799.0084,17613846472.9916
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.443663522068263,1.98769575090732,6.06953088013708,2.70582172904734,4.45614444801872,4.14926224657906,7.03689695063241,3.98039539042554,-8.72641034557256,11.3641363677285
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,3039.96494359519,3522.3108214571,3190.62481146154,5073.52040802149,7050.57347186681,7495.22086608805,6982.91749241303,7503.8785883646,6348.83231765626,7347.55238231951
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.66139865665754,8.6014851485149,8.03279662527486,6.94570363654673,7.53690261091916,4.40225309243433,2.81495791361944,3.2380155894771,1.89035916824198,7.24097765588449
Botswana,BWA,"Population, total",SP.POP.TOTL,1575827,1643333,1704637,1765533,2039551,2088619,2159925,2254067,2351625,2397240
Botswana,BWA,Surface area (sq. km),AG.SRF.TOTL.K2,581730,581730,581730,581730,581730,581730,581730,581730,581730,..
Botswana,BWA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2517475567.33477,2320710337.52793,2158048610.89162,3706961580.25954,8829919507.88561,9005848865.32013,6915862473.85609,7362372549.01961,6937553464.49957,..
Botswana,BWA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2361177500.65075,3000196009.25164,2836767913.01874,4444139018.51733,7082259014.4624,9480509352.61416,8236799618.39064,7532892156.86275,4681133360.10195,..
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,4051147227.53346,6001153306.2645,5843329107.56171,7872333215.00414,19047940300.8963,17098342541.4365,11400854267.7188,13567351175.0315,12005825769.5087,14006569575.68
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.558508851097471,2.84942185782727,3.87209696704298,0.504318252687327,0.912841670964411,-2.50835256644561,-2.47791771833224,0.0522377907767719,1.1335733495246,-1.60554514769878
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,12694.1489574427,18012.5021948953,16850.3940790817,21902.0271176465,47739.5576931563,41725.8675220155,27158.4056535724,31628.4762566009,27442.95382794,31722.6601371588
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.441379310344899,1.55815247634947,-2.3149724245932,0.814223994682602,0.111766261400274,-0.207108731719878,-0.278693265753062,1.02505179290213,1.94031996607178,1.73341388450597
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,319135,333166,346777,359434,398997,409778,419791,428960,437483,441532
Brunei Darussalam,BRN,Surface area (sq. km),AG.SRF.TOTL.K2,5770,5770,5770,5770,5770,5770,5770,5770,5770,..
Brunei Darussalam,BRN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2325525812.6195,2149450696.05568,2432352284.15056,2502655957.87481,6758162612.03585,5855137332.28098,4302837544.34229,5693409148.19483,6355270936.74387,9377986859.65173
Brunei Darussalam,BRN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2044694072.65774,4042036716.93736,3922149447.1127,5416090226.00876,13364276568.5019,11657150749.8027,5652190834.72091,7045834309.43732,6886074801.5112,11228914277.4222
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,15030695296.5235,13245833843.5454,16402846413.0958,26157894736.8421,54300857424.4415,57082011260.3446,53953897624.4344,66363422450.2112,69889347433.4324,80271119426.1076
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.78912206655124,4.58722534164882,5.87193027784163,6.51042637870198,0.754930385981893,0.96686903234496,3.03982527630795,2.68457613091411,-4.38714983385256,4.17787358423621
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,1820.40509424896,1621.24296080247,2092.95769387611,3389.70704883102,7432.47876568071,7901.78587639382,7569.47881476759,9446.70077185518,10079.2033812203,11634.9710182244
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,18.6722044420641,10.3162621289989,5.81014365721823,6.1471307424627,2.95456829831017,-1.41818380264842,-0.798649886453611,2.81454473824833,1.67244096855762,3.29774435299511
Bulgaria,BGR,"Population, total",SP.POP.TOTL,8256786,8170172,7837161,7716860,7305888,7223938,7127822,7025037,6934015,6899125
Bulgaria,BGR,Surface area (sq. km),AG.SRF.TOTL.K2,110990,110990,110990,111000,111000,111000,111000,111000,111000,..
Bulgaria,BGR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,5276354237.67326,5500577403.09895,6827243139.14299,13630160624.7222,34556969119.5795,37495120065.1201,31813022058.8235,41912426674.7133,37638375575.3656,49731474046.2097
Bulgaria,BGR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,6304076346.28493,4797489756.51109,5519115551.27588,10713394070.2178,32772597897.5033,36875485687.1524,34460613687.7828,43598091732.0459,38665085940.6864,50597770064.3365
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2804902248.28537,2968369991.46729,3622350203.94595,5451688868.42974,12561016091.4673,13943016923.9017,12833363370.174,15890065019.7634,17933606353.1775,19737615114.3661
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.30771963496896,1.88847388906525,4.35296382988099,4.47845213670386,6.45267237953146,4.32684561452976,5.95797670754024,6.60456906812341,1.93032488957256,6.90634167337785
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,255.718236662883,255.718687257319,294.665388546593,418.37666028192,758.000426972403,792.84623742527,688.250696258197,804.500537821516,857.932729650223,918.15258192146
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.08433344145323,-0.304212168486795,2.17569480664608,-0.400228702115475,3.81815240252386,-0.258089517535353,0.441041448058759,1.95594302672532,1.88470066518846,3.65326761825511
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,10968722,11607951,12293097,13030576,16571252,17586029,18646350,19751466,20903278,21497097
Burkina Faso,BFA,Surface area (sq. km),AG.SRF.TOTL.K2,274220,274220,274220,274220,274220,274220,274220,274220,274220,..
Burkina Faso,BFA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,789066140.318582,780034929.907858,813114645.360648,1341080369.13706,4351201613.41658,4446645376.58481,4103751297.65902,5166927867.94048,..,..
Burkina Faso,BFA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,359254769.626942,262543939.662747,321134590.058255,593230283.613167,3340989789.37289,3755133897.1596,3325889934.21594,4461756442.78972,..,..
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,893770806.077641,870486065.883137,825394490.159111,915257323.3961,2333341374.89657,2705783272.07443,2639321196.46528,2660123624.27729,2780510624.64184,2902029385.82592
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.74999999509613,-0.856864058424151,4.44651941224797,4.83365776809453,4.44670633111495,4.24065021402657,-0.600000909116389,1.60993542127714,0.327156892638385,1.79529999810393
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,144.493017302487,136.46397080034,123.117536141087,128.336702810905,252.362469586451,274.857836231788,251.651477227529,238.034309554717,233.837510306669,236.795414165095
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.5004107653378,24.4320242102151,-1.36568005328061,8.17642937482059,18.1610453065451,4.4053523418529,5.55768961400965,-2.8146980766847,7.32110643415513,8.4045384507634
Burundi,BDI,"Population, total",SP.POP.TOTL,6185564,6378871,6704118,7131688,9245992,9844301,10488002,11175379,11890781,12255429
Burundi,BDI,Surface area (sq. km),AG.SRF.TOTL.K2,27830,27830,27830,27830,27830,27830,27830,27830,27830,..
Burundi,BDI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,173751546.009097,141321270.48441,140218224.200461,225367196.228575,793552551.893039,928056729.265209,439689877.717023,556339535.643391,617940983.303656,691215996.758108
Burundi,BDI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,71499431.1758513,55005758.5302566,38676369.5311261,63635537.873214,226243003.839985,235295486.797682,168508047.447387,151245433.609619,126494400.898202,145109996.647912
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,521910560.524868,539227277.626411,620974660.230303,924318490.7598,1741809808.96442,1859898513.26858,1663008687.09505,1966501117.61028,1703698676.69742,1936174043.45293
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.5172856677105,14.2848688321225,5.25089124613551,10.1970726091433,1.08191827877127,0.611212666207877,4.70579150927118,4.53116168434889,-14.7834050101145,6.952448693837
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,1265.1978495826,1259.35306724402,1401.89107297649,2024.26638129338,3447.48310007387,3588.62558418407,3131.01759817572,3616.46066604314,3064.27238842819,3445.75653621
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.39423509983478,-2.47745668519833,1.88453410076764,-1.89082172306181,2.54039644167111,-0.238778144990616,-1.40781637091703,1.25699566690509,0.60579580839551,1.86215297494637
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,412513,428178,442955,456619,505241,518276,531140,543764,555988,561901
Cabo Verde,CPV,Surface area (sq. km),AG.SRF.TOTL.K2,4030,4030,4030,4030,4030,4030,4030,4030,4030,..
Cabo Verde,CPV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,308372216.222824,326304704.517028,425645500.974672,642983643.29179,1042391960.05514,1128684993.587,997176141.38498,1337189744.31988,1019523180.26524,1123172277.70143
Cabo Verde,CPV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,118975529.248762,145630289.312716,202095934.370935,295820489.462614,704245132.589581,750676236.985831,735543570.396065,962654298.731662,423385851.850857,476614904.187062
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,3120425502.58253,3654031716.26881,4284028482.53766,5337833248.03924,14054443213.4639,16702610842.4025,20016747754.0192,24571753583.4922,25872798012.1938,26961061119.7957
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.68163210805818,9.9935803216182,6.57893950279683,10.340528776847,7.31334550530008,7.14257110074297,6.9333139730861,7.469169206999,-3.0960067306119,3.02638936277746
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,268.990372197648,300.613679010462,338.987477292196,408.513638761735,950.880345993697,1093.49597573908,1269.59149895246,1512.12698889384,1547.51138764424,1590.95665957308
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,14.8065035437762,-0.791992529473574,0.211466568022586,4.31933677434783,2.93431609293959,3.85568861424195,3.01913975139129,2.45908515380133,2.94029514263973,2.9207347759295
Cambodia,KHM,"Population, total",SP.POP.TOTL,11600510,12155241,12637719,13066475,14780454,15274506,15766290,16249795,16718971,16946446
Cambodia,KHM,Surface area (sq. km),AG.SRF.TOTL.K2,181040,181040,181040,181040,181040,181040,181040,181040,181040,..
Cambodia,KHM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1384886252.60916,2256850529.57966,2753379504.18688,3784818547.14538,8813214287.99901,11192212102.0929,13144698808.8239,15554628992.2541,16160458172.0576,18228762398.838
Cambodia,KHM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,974763067.891374,1821397244.68085,2374299969.16007,3395176611.33381,8136084082.96553,10456414664.8421,12266568264.954,15135150382.1529,15793225848.7574,17417509553.2442
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,11298144511.6364,10566578952.7857,12417251815.8801,18826215278.057,30155064574.0734,36386546917.6861,33814337900.2831,39973839064.6084,40804449726.0184,45238613479.8308
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.72553484802563,3.83241779532237,4.47702682895878,7.04886282296138,4.62597871941652,5.71981814402645,4.53579423569734,3.9555142403664,0.491914742161129,3.48659924051415
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,767.340360312315,681.102042961201,759.111851391454,1090.78533201113,1403.52291521783,1604.21403479187,1413.2559568153,1585.24053445546,1537.13021832773,1661.70210527032
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.17075185386907,1.22719012976135,2.83442260128067,0.233647380067603,2.74253407543984,1.8341307814992,0.861740257759474,1.0742994515814,2.43760882182242,2.27185762503631
Cameroon,CMR,"Population, total",SP.POP.TOTL,14723772,15513944,16357605,17259322,21485267,22681853,23926549,25216261,26545864,27224262
Cameroon,CMR,Surface area (sq. km),AG.SRF.TOTL.K2,475440,475440,475440,475440,475440,475440,475440,475440,475440,..
Cameroon,CMR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2295271026.71778,2437829326.76061,3165848428.71665,4008132996.67386,7888350454.78824,9905296360.17533,7333874333.95837,8734823245.80315,7437060665.13084,8877236192.69411
Cameroon,CMR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2483240084.18993,2626514742.44165,2854249167.09095,3868330460.16028,7200041493.17127,8590854824.6274,6407809848.57382,7489599808.4424,6134977223.21252,8037426963.01575
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,634000000000,744773415931.587,760649334098.005,1026690238278.25,1828366481521.6,1805749878439.94,1527994741907.43,1725329192783.02,1645423407568.36,1990761609665.23
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.79654247993439,4.91776274356224,3.42214617132493,3.91402878219242,1.76222254945881,2.87003607545671,1.00139441390405,2.77704055379553,-5.23302430280606,4.56289386263273
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,21024.5850687045,24271.0020563821,24255.3385818322,32143.6814078562,52669.0899632316,50955.9983232404,42315.6037056806,46548.6384108296,43258.2638715601,52051.3514647093
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.995942456658074,2.71943995691972,2.25839440940856,1.85725871857261,1.51567823124521,1.90663590717873,1.4287595470108,2.268225672481,0.716999632307852,3.39519318527532
Canada,CAN,"Population, total",SP.POP.TOTL,30155173,30685730,31360079,31940655,34714222,35437435,36109487,37065084,38037204,38246108
Canada,CAN,Surface area (sq. km),AG.SRF.TOTL.K2,9879750,9879750,9879750,9879750,9879750,9879750,9879750,9879750,9879750,..
Canada,CAN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,241249747219.414,287155747087.738,271159115529.217,337418139892.391,589511490951.583,589434433378.268,517396012626.09,589502445711.151,516976936600.6,607881841277.367
Canada,CAN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,253784967981.126,329258635782.102,304705919836.87,383240584166.026,554964544782.69,573083180253.852,481357649980.237,556939410843.12,483153046942.475,610975446393.962
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,4291158967.90881,4563017851.62436,4909498942.67103,5530377593.29756,5608989195.5292,..
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,1.22975368307725,2.65452932151371,3.23997361448569,4.26726567162505,-5.68397521170591,..
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,72777.1478369284,74990.4327442868,78471.6281355257,86180.5396948445,85346.7619526658,..
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,1.18894845245606,1.27397911533384,-0.625258358618114,..,..,..
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,38330,42305,45347,47899,58963,60848,62564,64172,65720,66498
Cayman Islands,CYM,Surface area (sq. km),AG.SRF.TOTL.K2,264,264,264,264,264,264,264,264,264,..
Cayman Islands,CYM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,..,..,..,2517940717.6287,2592463698.54794,..
Cayman Islands,CYM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,..,..,..,..,3959078363.13453,3372614904.59618,..
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,967338348.658314,916777282.651168,996068145.608021,1272360516.62022,2510126699.05356,1894813504.52945,1825018190.85071,2220978978.17342,2326720920.59223,2516498299.01212
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.70014237879329,-2.48943244028874,3.61654219150596,5.99488422798696,5.05376125356918,0.0810705153264877,4.75031684122342,3.78944359275462,0.899999996857062,0.900000006878756
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,278.3319014924,251.832764026789,261.976420476007,321.312654091098,565.80120711394,424.449131659484,402.191645130502,475.953813864813,481.746296629034,511.484745592238
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.88520096157909,3.20340091563112,2.33181703516236,-2.066406011363,5.47829594346122,14.8986841797549,4.94543276106514,1.61215686991555,1.71015659523149,4.25936417542871
Central African Republic,CAF,"Population, total",SP.POP.TOTL,3475485,3640421,3802129,3959883,4436411,4464171,4537683,4666375,4829764,4919987
Central African Republic,CAF,Surface area (sq. km),AG.SRF.TOTL.K2,622980,622980,622980,622980,622980,622980,622980,622980,622980,..
Central African Republic,CAF,Imports of goods and services (current US$),NE.IMP.GNFS.CD,274652946.223742,231830682.454765,200666492.554943,244878981.018762,539911073.470252,690077898.595119,651691445.372774,748917887.141246,799194666.13156,767508074.485326
Central African Republic,CAF,Exports of goods and services (current US$),NE.EXP.GNFS.CD,219168752.430283,186767826.171772,158999419.049676,178103975.531333,289922972.255949,315975075.203951,270501999.9811,354024715.431639,353021266.326839,357002527.903324
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1744794457.276,1388506726.62093,1997005786.54118,4422855929.21428,12367363677.6199,13940768065.6063,10097778353.7651,11239167048.4916,10715396135.4168,11779980801.7843
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.95157991354007,-0.879681025444839,8.49120981898056,33.6293718524659,8.88257607170316,6.89998504532166,-6.25552708545281,2.37403780037786,-1.60000673705524,-1.1999905246095
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,224.553739501648,166.175708881786,221.416536911391,454.336365239401,967.352948812122,1020.28797948927,693.449767448537,726.151007088549,652.349209585738,696.422775532126
Chad,TCD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.2588511022514,3.82260088086308,5.19181895195446,-5.35540028884816,7.51662364663835,1.68197313925659,-0.792440525236028,4.27462198610544,4.46414437232863,-0.772844370359128
Chad,TCD,"Population, total",SP.POP.TOTL,7770053,8355654,9019226,9734761,12784748,13663562,14561658,15477727,16425859,16914985
Chad,TCD,Surface area (sq. km),AG.SRF.TOTL.K2,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,..
Chad,TCD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,515889603.184531,481549067.315491,2269814096.08466,2245029854.66627,5207595757.2162,5919969503.2357,3736368674.2076,4272464973.4943,4501989151.75143,5210833232.49732
Chad,TCD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,322640866.59283,234520125.090114,253418848.019614,2256048302.98594,4757484164.62592,4762356368.19952,2655214530.54105,4067531256.38563,2862741202.70472,4564757550.84434
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,5945445051.30899,6439403014.0037,6663436031.24708,8553956571.09378,..,..,..,..,..,..
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.82664109661594,-1.63220672035564,0.224196560685314,..,..,..,..,..,..
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,40583.2426710512,43380.8029830685,44544.3645088747,56753.205046999,..,..,..,..,..,..
Channel Islands,CHI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
